崇正学； 育真才。
得； 失。
好； 糟。
降格； 拔高。
伪装； 真象。
失望； 徒劳。
三叉戟； 两面刀。
追捕； 奔逃。
狡诈营三窟； 吹嘘借一毛。
强弩末难穿鲁缟； 冲风衰不起秋毫。
一代奸雄，投外空教机毁坠； 万年伟业，擎天赖有柱坚牢。
麦； 菽。
黍； 禾。
水曲； 山阿。
泉林； 岩穴。
阶草； 庭柯。
回风曲； 遏云歌。
啸咏； 吟哦。
客中风物迥； 镜里鬓毛皤。
乡近翻愁山路远； 亲存转觉泪痕多。
结伴同游，前后村庄似锦； 凭栏远眺，往来车马如梭。
锻； 铸。
炼； 磨。
充沛； 饱和。
磁场； 电极。
总揽； 包罗。
吞吐量； 冲击波。
见习； 观摩。
云天翔铁鸟； 宇宙探银河。
求实创新需大勇； 利民富国赖群科。
时间即金钱，抢秒争分收益好； 效率是生命，拖泥带水误工多。
凫； 雁。
蚌； 螺。
鸠妇； 鹦哥。
花须； 柳眼。
云树； 烟萝。
粼粼水； 滟滟波。
莲唱； 渔歌。
才高梦吐凤； 墨妙换笼鹅。
十年锻铸锋初试； 一片纯真璞未磨。
反映时代新声，全凭探索； 饱含生活气息，端赖揣摩。
毁； 誉。
谤； 夸。
异卉； 奇葩。
地灵； 人杰。
天宝； 物华。
宝无价； 礼有嘉。
驻马； 回车。
良玉韫于石； 真金汰自沙。
人文蔚起征三俊； 学术争鸣奋百家。
学究天人，显现心灵光焰； 智穷科技，爆开思想火花。
奇； 偶。
减； 加。
正比； 反差。
基因； 元素。
降格； 升华。
象有齿； 鼠无牙。
矜饰； 浮夸。
源清流自洁； 标直影无邪。
安虑艰危荣虑辱； 成由勤俭败由奢。
理有固然，泉挂岩而成瀑； 事非偶尔，云映日则为霞。
闲； 静。
迩； 遐。
钓叟； 莲娃。
含苞； 抽穗。
舒叶； 萌芽。
莺恰恰； 鹊喳喳。
燕垒； 蜂衙。
绿亸千丝柳； 红攒万树花。
陈蕃室设高人榻； 山谷门停哲士车。
李易安人比黄花，不妨消瘦； 陶靖节品同白璧，无碍微瑕。
美； 恶。
好； 差。
去伪； 攻瑕。
昂扬； 奋进。
可喜； 堪嘉。
休傲慢； 莫矜夸。
爱国； 克家。
穿须求整洁； 食勿尚豪奢。
胸无芥蒂人常乐； 腹有经纶气自华。
志虑忠纯，行止需当务正； 心存谨厚，交游不可从邪。
大； 小。
短； 长。
刮垢； 磨光。
宏观； 微旨。
嬗变； 弘扬。
谈国事； 话家常。
大治； 小康。
发展软科学； 开通新市场。
简政放权严制度； 扬长避短显锋芒。
致富脱贫，美矣三中决策； 鼎新革故，焕乎四化宏章。
偏； 正。
宽； 长。
画苑； 文场。
清池； 幽沼。
曲槛； 回廊。
先生柳； 召伯棠。
览胜； 观光。
荷笠披朝雨； 收帆卷夕阳。
红飐桃花风淡淡； 翠拖杨柳露瀼瀼。
今日玳筵开，东阁广招贤俊； 当年幽兴发，北窗高卧羲皇。
疏； 谨。
狂； 庄。
丑恶； 善良。
永恒； 短暂。
下野； 登场。
两点论； 一言堂。
崛起； 潜藏。
匣贮冲天剑； 锥藏脱颖囊。
党政分工须理顺； 干群。
事必尽心，莫来形式主义； 诚能启信，勿作表面文章。
胜； 负。
弱； 强。
近卫； 边防。
水雷； 火箭。
飞碟； 激光。
刀破竹； 箭穿杨。
虎贲； 龙骧。
闻鸡愁日短； 看剑引杯长。
志士勇担天下任； 雄兵紧握手中枪。
百战扬威，驱顽敌熟娴韬略； 一身是胆，看英雄新谱篇章。
枪； 炮。
鼓； 旌。
黩武； 穷兵。
侵华； 抗日。
渡堑； 围城。
云水怒； 鬼神惊。
投笔； 请缨。
金风嘶战马； 赤手捕长鲸。
弹雨枪林烽火急； 刀光剑影阵云横。
落日挥戈，八年始庆江山复； 秋风跃马，百战终教敌寇平。
荣； 辱。
输； 赢。
苦战； 纷争。
强权； 公理。
背信； 推诚。
骄必败； 满当倾。
订约； 修盟。
倭岛降幡黯； 芦沟晓月明。
喜得百年奇耻雪； 行看四化大功成。
平等建交，谋两国共同福利； 合盟互惠，保全球永久和平。
新； 旧。
败； 成。
出死； 入生。
交流； 共进。
前导； 先锋。
前辙覆； 旧弦更。
警惕； 骄盈。
诗碑补樱岛； 神社礼东瀛。
从来有备方无患； 自古图强在励精。
竭智尽忠，加强四化建设； 虚心好学，促进两个文明。
舒； 适。
安； 宁。
甜蜜； 温馨。
舞池； 剧院。
宾馆； 宫廷。
旅游点； 博览厅。
摄影； 造型。
蕉心方展绿； 柳眼已垂青。
风韵翩翩人卓卓； 衣冠楚楚影亭亭。
求乐求知，四壁图书满架； 发家发富，一门喜气盈庭。
台； 榭。
阁； 亭。
老式； 新型。
兰宫； 桂殿。
鹤渚； 鸥汀。
红杏馆； 绿莎厅。
壁画； 檐铃。
花秾迷蛱蝶； 水软点蜻蜓。
潋滟半湾春水碧； 连绵一片远山青。
唤侣呼朋，掩映绿杨喧鸟雀； 寻幽探胜，摩挲苔藓读碑铭。
传； 播。
视； 听。
银幕； 荧屏。
吸收； 引进。
纽带； 模型。
传帮带； 老中青。
送宝； 传经。
通商连广宇； 试刃发新硎。
资金流转经营活； 观念更新信息灵。
中外合资，纳交雅量宏如海； 体制改革，执政声威震若霆。
因； 革，起。
承，激荡； 奔腾。
扶持； 奖掖。
武备； 文凭。
倚天剑； 系日绳。
宠命； 荣膺。
雨露恩长沐； 风云势可乘。
老将当年威伏虎； 少年今日健追鹏。
收回港澳台澎，锦绣山河成一统； 发展工农科技，辉煌功业济中兴。
伸； 屈。
赞； 称。
解放； 攀登。
殊荣； 实惠。
可贵； 难能。
花正好； 日方升。
霞蔚； 云蒸。
厂房连苑起； 农事及春兴。
旅游是无烟工业； 书报为有益良朋。
拓开文化积层，晚岁诗文多恣肆； 打破精神枷锁，近年笑乐颇频仍。
战； 守。
废； 兴。
力度； 功能。
防边； 犯境。
戒慎； 骄矜。
负嵎虎； 碰壁蝇。
力挫； 严惩，玉蹄风雪趁，金甲露华凝。
红旗映日扬沙塞； 白羽惊风没石棱。
揭地掀天，宏谋博得金瓯固； 乘风破浪，大勇赢来玉宇澄。
哀； 乐。
爱； 仇。
拍马； 吹牛。
含悲； 负屈。
饮恨； 埋忧。
忠被谤； 直招尤。
软禁； 幽囚。
秋至梧飘叶； 雨来风满楼。
篡党篡军思篡国； 批林批孔为批周。
武斗文攻，十年劫毒残多士； 阴谋诡计，四人帮丑播千秋。
开； 闭。
放； 收。
机巧； 权谋。
昭苏； 禁锢。
创造； 寻求。
棋累卵； 水载舟。
浊浪； 清流。
雁叫天边月； 虫吟草际秋。
当日贾生空献策； 旧时王粲怕依刘。
鱼放校人，圉圉洋洋欺子产； 梦迷蝴蝶，蘧蘧栩栩幻庄周。
诗； 酒。
颂； 讴。
玉笛； 金瓯。
振兴； 崛起。
致富； 创忧。
双跃进； 两丰收。
规划； 谋求。
春风回柳上； 政策暖心头。
搞活金融凭信息； 力行改革仗良谋。
有志竟成，事纵艰难何所惧； 常行必达，路虽遥远不须愁。
收； 放。
纵； 擒。
体制； 方针。
拿来； 输出。
横向； 纵深。
开眼界； 豁胸襟。
赞颂； 讴吟。
中华新局面； 时代最强音。
双节双增常在念； 一枝一叶总关心。
济困扶危，当效尧夫助麦； 奉公守法，应师杨震辞金。
诚； 诈。
抗； 侵。
谗谄； 骄淫。
单纯； 复杂。
高涨； 低沉。
工引线； 善穿针。
惠顾； 光临。
吏奸谁介意？民困孰关心？春色暗藏钱暗索； 秋波频送酒频斟。
笑骂由他，论关系堂堂是佛； 去留任我，说人情面面皆金。
医； 护。
灸； 针。
桔井； 杏林。
阴阳； 表里。
呼吸； 呻吟。
医国手； 济人心。
三法； 六淫。
探脉参三部； 强身戏五禽。
西学钻研加邃密； 中医探究转深沉。
治国济人，等为医于为相； 扶伤救死，既法古又法今。
分； 合。
论； 谈。
两两； 三三。
神驰； 心照。
谅解； 包涵。
芙蓉国； 日月潭。
台北； 江南。
一统同筹划； 三通共讨探。
国共双方嫌尽释； 人民十亿政同参。
分清义利关头，取予不苟； 检点心身界线，俯仰无惭。
老； 少。
女； 男。
电讯； 书函。
航天； 缩地。
浮翠； 拖蓝。
人意好； 党恩覃。
召唤； 恳谈。
身羁台岛北； 心系洞庭南。
菊酒预留延好客； 花厅净扫候征骖。
舟楫江河，湖水汇湘资沅澧； 栋梁华夏，楚材萃梓杞楩楠。
知； 行。
访； 探。
海市； 山岚。
枝繁； 叶茂。
土沃； 泉甘。
情未已； 兴犹酣。
斗酒； 双柑。
一生忙里过； 万事静中参。
芳草萋萋风淡淡； 轻烟漠漠柳毵毵。
人各有长，己纵有长休妄恃； 谁能无短，我非无短莫轻谈。
拉； 扯。
绊； 粘。
越轨； 防嫌。
春温； 秋肃。
颜厚； 头尖。
糖衣炮； 水晶盐。
药石； 针砭。
知耻近乎勇； 临财莫若廉。
金经火炼黄弥灿； 沙受泥污白自掩。
贪财似慕光，灯燃案上战争赴； 见利当思义，足履河边水不沾。
定； 乱。
忧； 恬。
远瞩； 高瞻。
招贤； 揭榜。
献策； 挖潜。
五讲备； 四美兼。
出色； 拔尖。
欢歌腾海陆； 新曲谱黄炎。
光辉成果攻关得； 幸福妍花织锦添。
欲期国富国强，必同甘苦； 不致民残民谩，当慎宽严。
冲； 铣。
刨； 钳。
型号； 标签。
中心； 上品。
优惠； 低廉。
临事慎； 礼贤谦。
刚毅； 沉潜。
量大胸怀阔； 才高胆识兼。
红梅浴雪精神旺； 白菜凝霜味道甜。
卓卓争夸，雄鹰抟击冲霄汉； 沾沾自喜，家雀盘旋绕屋檐。
宣； 告。
笺； 函。
发报； 封缄。
缓冲； 急进。
意惬； 心衔。
门前柳； 屋后杉。
舞扇； 歌衫。
边境严初解； 中原乱已芟。
庭莎阶草萦乡梦； 海日天风挂客帆。
彩照数帧，自笑影同云鹤瘦； 征衣一袭，谁怜味带海风咸。
甜； 苦。
酸； 咸。
特异； 平凡。
风尘； 雪浪。
烟柳； 云杉。
归故里； 浣征衫。
拥抱； 扶搀。
承恩春日永； 慕德远人咸。
游子思亲情切切； 家人话旧语喃喃。
韵士低徊，多情明月移花影； 行人安稳，无恙秋风挂布帆。
平； 仄。
宽； 严。
斧削； 锄芟。
佳联； 妙句。
烘托； 镶嵌。
灵感涌； 妙机缄。
体例； 头衔，诗坛争骋足，联海试扬帆。
五味调羹姜独辣； 百川归海水同咸。
余热尚存，编两卷涂鸦博笑； 退休有暇，依卅韵试笔发凡。
往； 来。
迎； 送。
远航； 遥控。
有意； 多情。
雕梁； 画栋。
艺超群； 才出众。
神驰； 心动。
雁影字难凭； 蕉心春未纵。
轩开风送笛声扬； 云破月来花影弄。
阑干亭北，春风拂槛露华浓； 羌管城头，夜月啼乌霜气重。
燕； 莺。
吟； 诵。
爱苗； 情种。
拨冗； 偷闲。
承欢； 邀宠。
花径开； 春盘供。
摩肩； 蹑踵。
低吟白雪词； 高唱青春颂。
绵绵情致柳丝牵； 缕缕幽香花气涌。
忆； 思。
智； 勇。
玉成； 珍重。
思妇； 征夫。
旧醅； 新瓮。
虎头山； 猫耳洞。
貔貅； 鸾凤。
汉苑晓啼莺； 秦关春入梦。
清霜冷拂剑光寒； 素月辉凝旗影冻。
晓驰夜突，一身苦换万民安； 马骏兵强，百战威教千敌恐。
远； 深。
宽； 广。
凝思； 遐想。
极浦； 遥天。
沙汀； 水港。
草芊芊； 波漾漾。
清明； 润朗。
风轻燕啄泥； 日暖鱼吹浪。
渔艇咿呀剪绛波； 锦鳞泼剌冲丝网。
政廉民乐，喜沽美酒频斟； 家裕妇欢，笑拣好鱼自饷。
水； 山。
游； 访。
莺飞； 草长。
日暖； 风和。
樵歌； 渔唱。
白鸥天； 青雀舫。
悠闲； 疏旷。
好句互研摩； 奇文共欣赏。
曈曈红日簇红霞； 细细锦波通锦港。
有情有意，鸳鸯闲戏水隈； 无浪无风，鸂鶒稳眠沙上。
正； 邪。
惩； 奖。
电波； 声浪。
拒腐； 倡廉。
举直； 矫枉。
诡计多； 神通广。
勘查； 采访。
豪饮兴淋漓； 漫游情浪荡。
花天酒地舞池中； 利锁名缰官路上。
榛芜应剪，蕙兰勤艺满园芳； 阻塞必除，荆棘不容拦路长。
秽； 淫。
邪； 侈。
寡廉； 鲜耻。
唧唧； 哝哝。
偎偎； 倚倚。
艳曲荒； 俚词鄙。
诲淫； 悖礼。
裸镜体盈盈； 声屏音靡靡。
花沾柳润梦魂迷； 雨覆云翻情欲恣。
除恶务尽，力芟黄祸正风规； 有令必行，勿亮绿灯严法纪。
赌； 玩。
吞； 噬。
呼卢； 喝雉。
废寝； 忘餐。
狎邪； 丧志。
蚁附膻； 蝇钻厕。
横强； 暴戾。
千场纵博来； 孤注倾囊掷。
平时一币重如山； 博处万钱抛作屣。
勿为无益事，须知陷溺漫成灾； 好作有为人，莫道逢场聊作戏。
辱； 羞。
卑； 鄙。
违章； 乱纪。
酗酒； 行凶。
嫖娼； 挟妓。
权谋私； 官计利。
公开； 隐蔽。
私囊饱货财； 公费充庖脍。
名烟美酒咄嗟来； 大厦高楼伙颐起。
牧； 渔。
农； 副。
富饶； 优裕。
匡正； 纠偏。
鼎新； 革故。
德政施； 仁风布。
春来； 冬去。
黄鹂婉转歌； 紫燕呢喃语。
萦青绕白一溪烟； 摇绿飞红三月雨。
效而化俗，树植荒山尽化林； 倡则成风，蔬栽隙地皆成圃。
易； 难。
取； 予。
合辛； 茹苦。
勤政； 爱民。
立新； 去腐。
四时调； 万物睹。
见微； 知著。
涸辙鲋当苏； 贪泉瓢莫举。
须知独处有群窥； 当慎明辞不暗拒。
利人利物，宜居实未宜居名； 忧国忧民，当有心不当有语。
接； 交。
歌； 舞。
翩翩； 栩栩。
清韵； 新声。
欢情； 吟趣。
伸雅怀； 抒情愫。
爱怜； 景慕。
微波眼底传； 密约心头许。
奏曲疑为卓女挑； 误弦喜得周郎顾。
风调雨润，春意潜从嫩绿滋； 玉软香温，欢情撩得轻红妒。
踏； 旋。
跳； 摆。
乐池； 舞海。
搭手； 扶肩。
轻轻； 快快。
影翩跹； 情慷慨。
风流； 潇洒。
骤喜透眉尖； 最欢来意外。
轻盈舞步晃来回； 婀娜娇躯凭挈带。
含情脉脉，称心惟觉意如如； 临别依依，举手浑忘呼拜拜。
追； 求。
慕； 爱。
慧中； 秀外。
卷发； 修眉。
工愁； 善睐。
浴爱河； 填恨海。
萍逢； 株待。
瓶插合欢花； 手结同心带。
浅笑轻颦大有情； 佯嗔薄怒娇无奈。
千回锦字，词工意美怨无穷； 一片痴情，石烂海枯心不改。
嫁； 婚。
慢； 快。
定情； 纳采。
择德； 怜才。
通融； 谅解。
去奢华； 慎借贷。
俯成； 仰赖。
聘礼莫嫌轻； 排场终有害。
须当倡俭去陈规； 莫为求奢添旧债。
画眉点黛，尽饶彩笔情浓； 斗韵敲诗，自有兰闺乐在。
食； 廉。
忠； 佞。
忠言； 谠论。
官肃； 民安。
令严； 威振。
事再思； 身三省。
勤勤； 恳恳。
兵强自国强； 民病原官病。
临事须防贪暴专； 居官务必清勤慎。
光明正大，当尽职亲求； 毁誉是非，应扪心自问。
严； 明。
诚； 信。
忠纯； 公正。
敬老； 尊贤。
爱民； 廉政。
讼庭闲； 囹圄静。
更新； 促进。
胸中有智珠； 堂上悬明镜。
掘地先将狐鼠歼； 冲天继作鲲鹏奋。
法循定律，防滥赏为下所欺； 国有常刑，若多赦则民不敬。
张； 驰。
倡； 禁。
违章； 遵令。
克己； 奉公。
亲贤； 远佞。
党风纯； 民意顺。
无私； 有幸。
殃民枉作官； 执政当敦品。
民残民谩实堪悲； 官倒官商犹可恨。
穷途哭恸，阮籍猖狂独咏怀； 忧国情殷，陆游忠义尝书愤。
江； 河。
山； 岭。
田园； 市井。
信步； 闲游。
仰观； 俯听。
醉眼开； 妙思骋。
天高； 地迥。
五两惠风飘； 万千春意蕴。
芳草连绵展绣毡； 湖光荡漾铺文锦。
风和日丽，明艳山光接水光； 物阜民康，昌隆国运连家运。
箴； 规。
劝； 勉。
有为； 无忝。
身教； 言传。
力行； 实践。
戒因循； 慎检点。
取长； 补短。
晴霁课农桑； 雨零亲笔砚。
教子千方莫若勤； 持家百事须从俭。
庭焚罗帐，范仲淹戒妇去奢； 头触屏风，陈万年教儿习谄。
叹； 嗟。
褒； 贬。
慎思； 明辨。
矩步； 规行。
耳濡； 目染。
行无亏； 风可范。
防微； 杜渐。
黄金不避炉； 白璧难容玷。
莲出淤泥质不污； 梅封积雪香难掩。
温良恭让，待人接物必推诚； 谨厚清勤，交友看书当择善。
暮； 朝。
顾； 盼。
花坞； 芳甸。
访胜； 寻幽。
猎奇； 探险。
听流泉； 攀绝巘。
立高； 望远。
流云拥玉峰； 飞瀑垂银练。
树影摇光密复疏； 山岚映水浓还淡。
旱苗正渴，霖雨知时润几多； 绮思方浓，江山挺秀情何限。
女； 男。
老； 少。
手舞； 足蹈。
除夕； 元宵。
争奇； 竞巧。
焰火腾； 萧鼓闹。
彩旗； 花炮。
光流星雨飞； 电掣霓虹耀。
火树银花马跑灯； 珠星璧月龙舒爪。
东风送暖，弊政争随旧岁除； 灯市扬辉，春光已伴新元到。
异； 同。
思； 考。
智愚； 拙巧。
事理； 物情。
内涵； 外表。
鉴真才； 求实效。
简单； 明了。
蛛网不扳鱼； 藕丝难织缟。
成丝桑叶不妨粗； 能实枣花无碍小。
蝶解采花晒粉，从无酿蜜之功； 柳能飞絮吹绵，不是纺纱之料。
察； 思。
浅； 奥。
洞明； 观照。
格物； 致知。
精微； 深妙。
细推求； 勤探讨。
先知； 预兆。
雨至燕飞低； 夜阑鸡唱晓。
雪融必待日光蒸； 春去几曾花事了。
戒之在得，锦鳞贪饵上钩多； 警则能全，玄豹隐山罹祸少。
诗； 词。
述； 作。
精淳； 稳妥。
晦涩； 平庸。
琢雕； 堆垛。
未必工； 将毋左。
支离； 繁琐。
篇成四座惊； 书攻万卷破。
万里湖山作浪游； 九天珠玉随风唾。
参今不囿，异人切莫循人； 师古勿泥，有我更臻无我。
读； 吟。
督； 课。
小成； 大可。
境远； 意新。
华章； 力作。
生活深； 阅历伙。
奇葩； 硕果。
睛点壁龙飞； 语粲天花堕。
用典精同水着盐； 措词炼胜金经火。
天机勃发，妙句常从偶得来； 卷帙浩繁，好书莫放等闲过。
起； 居。
坐； 卧。
平安； 颠簸。
浅涉； 深思。
卸肩； 负荷。
重礼仪； 轻财货。
助人； 忘我。
闲勿论人非； 静常思己过。
和顺忠诚可致祥； 贪婪暴戾常招祸。
家规应守，克勤克俭要三思； 国策当遵，或女或男生一个。
月； 星。
晨； 夜。
退行； 进化。
驭电； 航天。
启程； 命驾。
牧夫惊； 猎户讶。
空间； 宇下。
诗成仙女招； 箭射天狼哑。
槎泛银河织女迎； 宇航月殿嫦娥迓。
指挥列宿，毕宿施霖箕宿风； 管领群星，金星采矿火星冶。
去； 来。
送； 迓。
轻车； 快马。
铁塔； 钢丝。
机床； 井架。
引水渠； 拦洪坝。
青郊； 绿野。
银山浪里堆； 海水杯中泻。
临流一带耸朱楼； 夹道两行排白桦。
采风访友，旧地应惊翡翠镶； 即兴抒怀，新词喜就冰纨写。
退； 休。
忙； 暇。
琴棋； 书画。
啸月； 吟风。
灌园； 学稼。
顺摸瓜； 倒啖蔗。
之乎； 也者。
延宾东阁中； 寄傲南窗下。
轻暖轻寒人意宜； 不晴不雨风光雅。
王乘逸兴，三更访戴操舟； 吕动遐思，千里寻嵇命驾。
果； 瓜。
桔； 柚。
红菱； 白藕。
佳节； 良宵。
年丰； 人寿。
月当头； 杯在手。
凝眸； 搔首。
爱月自眠迟； 怀人因坐久。
淡淡风梳华发轻； 泠泠露湿缁衣透。
十分好月，想清光万里皆同； 一片素心，叹秋色满庭依旧。
聚； 离。
分； 合。
雨疏； 风骤。
鲈鲙； 莼羹。
萸香； 菊酒。
嘱再三； 约重九。
徒劳； 空守。
灯乱一天星； 霜凋两岸柳。
雁声嘹唳过云天； 山色空濛来户牗。
几时得见，有钱难买青春； 何日相逢，无计空拈红豆。
起； 居。
兴； 宿。
定时； 应候。
呼吸； 卷舒。
纳新； 弃旧。
物外除； 神内守。
不求； 无咎。
秋末茹晚菘； 春初餐早韭。
心具灵犀事事通； 拳循太极朝朝走。
雪梅乍放，月下探梅花满衣； 霜菊齐开，篱边采菊香盈袖。
达； 穷。
奇； 偶。
荣枯； 休咎。
正正； 堂堂。
蝇营； 狗苟。
百无聊； 三不朽。
浪尖； 风口。
粉蝶嗜芬芳； 苍蝇贪腐臭。
鲲鹏鼓翅奋拏云； 驽马恋槽甘伏厩。
嗟卑叹老，萧萧秋鬓雪霜欺； 茁叶抽芽，灿灿春光花草绣。
醉； 醒。
众； 独。
竭忠； 被逐。
怀瑾； 握瑜。
偷生； 从俗。
上官谗； 詹尹卜。
鸩媒； 鱼腹。
汩水独行吟； 长沙空痛哭。
漉米贮筒角粽香； 夺标竞渡龙舟速。
挂艾旗蒲剑，佩兰申祷回春； 喷蒜汁雄黄，挥笔午书除毒。
阴； 晴。
凉； 燠。
蒲香； 艾馥。
系粽； 蒸包。
梅肥； 桃熟。
蒲酒斟； 兰汤浴。
新装； 丽服。
香囊缀紫金； 宝扇垂红玉。
似箭龙舟水上飞； 如云士女堤边簇。
琴； 书。
讲； 读。
萦牵； 感触。
离合； 悲欢。
盈虚； 继续。
九回肠； 千里目。
望云； 倚竹。
衔絮燕巢梁； 迁乔莺出谷。
苔锈如钱石磴苍； 竹阴似水帘波绿。
水深浪阔，念君僝僽泪千行； 地久天长，慰我寂寥珠一斛。
聚； 离。
忧； 郁。
九秋； 三伏。
教子； 侍亲。
牵萝； 补屋。
出塞行； 牵衣哭。
消灾； 祈福。
心伤瘗旅文； 肠断思归曲。
两行清泪数封书； 一角粉墙三径菊。
时平运转，甘回幸我寿而康； 子肖孙贤，苦尽赖卿贞且朴。
合； 分。
愁； 乐。
青天； 碧落。
孤月； 双星。
抛梭； 窃药。
玉露零； 金风作。
天涯； 海角。
乞巧度金针； 消愁倾玉爵。
苏武偏无寄信鸿； 天孙赖有填桥鹊。
遥瞻银汉，今夜当投织女梭； 欲上广寒，昨宵未与嫦娥约。
城； 乡。
村； 郭。
抚今； 追昨。
柳暗； 花明。
年丰； 人乐。
鸟嘤嘤； 蛙阁阁。
云浓； 雾薄。
蜻蜓水面嬉； 鸲鹆牛肩跃。
园后红薇正着花； 坡前绿竹犹含箨。
山歌阵阵，村姑携篓摘新茶； 布谷声声，田父护秧铺薄膜。
言； 行。
忖； 度。
愚矇； 慧觉。
蝉翼； 鸿毛。
日星； 河岳。
火炼金； 石攻错。
存诚； 去恶。
针看老媪磨； 玉倩良工琢。
结交损友戾乖多； 幸拜良师恩泽渥。
有为有守，捧盈持玉谨修身； 必戒必钦，履薄临深牢立脚。
犯； 防。
抗； 击。
筹边； 御敌。
燕颔； 虎头。
铜墙； 铁壁。
招即来； 战必克。
巍巍； 赫赫。
死有重泰山； 尸当裹马革。
吞嬴睨柱发冲冠； 斩将搴旗身许国。
运筹帷幄，腹涵韬略算无遗； 转战疆场，胸有甲兵机莫测。
实； 虚。
劳； 逸。
待时； 斗力。
陷阵； 冲锋。
强攻； 奇袭。
车辚辚； 云幂幂。
平南； 逐北。
心存一寸丹； 血染千秋碧。
剑气冲霄北斗阑； 角声动塞西风疾。
解衣推食，屡示宽容待掳番； 跃马挥戈，每将余勇歼残敌。
去； 回。
琴； 瑟。
山南； 海北。
返棹； 回车。
故居； 新宅。
诉衷情； 寻往迹。
泪盈； 喜溢。
糟糠不可忘； 继配仍当恤。
红杏出墙花探人； 绿杨系艇春留客。
相违相赏，海陆天心共月明； 合泣合悲，关山风雨随云黑。
水； 山。
断； 接。
登攀； 跋涉。
路转； 峰回。
灵岩； 奇穴。
鸟唤人； 花绕蝶。
大忙； 小歇。
松杉历落排； 山石嶙峋叠。
晚风吹皱水中天； 落日染红波底月。
神游物外，个里天机实隐微； 人在画中，此间野趣殊奇绝。
智； 愚。
庸； 哲。
区分； 辨别。
律己； 责人。
求福； 造孽。
不锈钢； 长坚铁。
光莹； 彩彻。
交游应尚贤； 取舍当居洁。
贫而不谄富无骄； 俭以养廉勤补拙。
惠而不费，邻妇无妨借烛光； 清实可嘉，梁鸿不愿因人热。
宽； 严。
鞭； 挞。
攀援； 倾轧。
暮鼓； 晨钟。
口诛； 笔伐。
正气伸； 歪风刹。
暗查； 明察。
治吏不治民； 正风先正法。
攫金堪笑贪夫愚； 约弈应憎污吏黠。
风吹云散，黑瞒天地不多时； 日晒雪消，白占田园才一霎。
振； 兴。
洗； 刷。
信赏； 必罚。
国富； 民殷。
政平； 情洽。
心正舒； 目待刮。
东涂； 西抹。
家国未敢忘； 诗联原所惬。
有口碑凭德政传； 无弦琴藉心声发。
依词韵续编仄韵，愧我疏庸； 继楚骚重领风骚，赖今贤达。
莲子心中苦； 梨儿腹内酸。
泥肥禾尚瘦； 晷短夜差长。
贾岛醉来非假倒； 刘伶饮酒不留零。
焦山洞里住椒山； 扬子江头渡杨子。
鸡盗稻子童筒打； 暑鼠凉梁客咳惊。
移椅倚桐同观月； 等灯登阁各攻书。
嫂扫乱柴呼叔束； 姨移破桶令姑箍。
烟沿艳檐烟燕眼； 雾捂鸟屋雾物无。
盗者莫来道者来； 闲人免进贤人进。
清风满地难容我； 明月何时再照人。
独览梅花扫腊雪； 细睨山势舞流溪。
昨夜敲棋寻子路； 今朝对镜见颜回。
风吹罗汉摇和尚，； 雨打金刚淋大人。。
山童采栗用箱承，劈栗扑簏； 野老卖菱将担倒，倾菱空笼。
鹰立树梢月照斜影鹰不斜； 猫伏墙角风吹毛动猫未动。
鸡饥吃食呼童拾石逐饥鸡； 鹤渴抢浆命仆响枪惊渴鹤。
妈妈骑马，马慢妈妈骂马； 妞妞轰牛，牛拧妞妞扭牛。
姥姥喝酪，酪落姥姥捞酪； 舅舅架鸠，鸠飞舅舅揪鸠。
峰上栽枫，风吹枫动峰不动； 路边宿鹭，露落鹭惊路未惊。
黄黍地中走黄鼠，鼠拖黍穗； 白杨树下卧白羊，羊啃杨枝。
牧童伐木，木打牧童双目木； 梅香烧煤，煤抹梅香两眉煤。
南监北监，久坐方知监似监； 兄长弟长，乍见都说长者长。
蒲叶桃叶葡萄叶，草本木本； 梅花桂花玫瑰花，春香秋香。
李打鲤，鲤沉底，李沉鲤浮； 风吹蜂，蜂扑地，风息蜂飞。
黄黍地中走黄鼠，鼠拖黍穗； 白杨树下卧白羊，羊啃杨枝。
风吹豆角，豆角与豆角斗角； 水冲石头，石头跟石头实头。
侍郎游市，眼前柿树是谁栽； 和尚过河，手扯荷花何处插。
密云不雨，通州无水不通舟； 钜野皆田，即墨有秋皆即麦。
姑娘栽谷，谷秧掉姑娘脚前； 指挥烧纸，纸灰飞指挥头上。
书童磨墨，墨抹书童一脉墨； 梅香添煤，煤爆梅香两眉煤。
冰冻兵船，兵打冰，冰开兵去； 泥泞尼鞋，尼洗泥，泥尽尼归。
峰上栽枫，风吹枫动，峰不动； 路边宿鹭，露落鹭惊，路难惊。
水陆洲，洲停舟，舟行洲不行； 天心阁，阁落鸽，鸽飞阁未飞。
麻姑吃蘑菇，蘑菇藓，麻姑仙； 童子打桐子，桐子落，童子乐。
红荷花，白荷花，何荷花更好； 紫椹子，青椹子，甚椹子最甜。
丫头吃鸭头，鸭头咸，丫头嫌； 秀才做绣裁，绣裁难，秀才能。
童子打桐子，桐子落，童子乐； 和尚立河上，河上崩，和尚奔。
鸡站箕沿上，鸡压箕，翻箕扑鸡； 驴系梨树下，驴挨梨，落梨打驴。
尼姑沽酒，酒美价廉，尼姑宜沽； 和尚上楼，楼高梯短，和尚何上。
